Key,Burmese
No relationship types warning,ဆက်နွှယ်မှု အမျိုးအစားများ သတိပေးချက် မရှိပါ
Normal view,ပုံမှန် မြင်ကွင်း
Nothing to see here! The selected documents are not using the selected thesaurus,ဤနေရာတွင် ကြည့်စရာ မရှိပါ။ ရွေးချယ်ထားသော စာရွက်စာတမ်းများသည် ရွေးချယ်ထားသည့် ဝေါဟာရပဒေသာကျမ်းကို အသုံးမပြုထားပါ
Number of sentences above threshold,အနိမ့်ဆုံးသတ်မှတ်ချက်အထက်ရှိ ဝါကျ အရေအတွက်
Ok,အိုကေ
Oldest,အဟောင်းဆုံး
Only allowed users will be able to see them,ခွင့်ပြုထားသော အသုံးပြုသူများသာ ၎င်းတို့ကို မြင်နိုင်ပါမည်
Ooops... please go,အို... အဆင်ပြေပါစေ
Oops! We couldn't find the thesaurus you're trying to edit. Try navigating back to this page through Settings.,အို။ သင်တည်းဖြတ်ရန် ကြိုးစားနေသော ဝေါဟာရပဒေသာကျမ်းကို ကျွန်ုပ်တို့ ရှာမတွေ့ပါ။ ဆက်တင်များမှတစ်ဆင့် ဤစာမျက်နှာသို့ ပြန်သွားကြည့်ပါ။
"Open the app and select ""Add Account"" (usually a plus symbol)","အက်ပ်ကို ဖွင့်ပြီးနောက် ""အကောင့်ထည့်ရန်"" ကို ရွေးချယ်ပါ (အများအားဖြင့် အပေါင်းလက္ခဏာ)"
Open the two-factor Authenticator app on your device,သင့်စက်ပေါ်ရှိ နှစ်ဆင့်ခံ Authenticator အက်ပ်ကို ဖွင့်ပါ
Or enter this secret key into your Authenticator app,သို့မဟုတ် ဤလျှို့ဝှက်ကီးကို သင့် Authenticator အက်ပ်ထဲသို့ ရိုက်ထည့်ပါ
PRIMARY DOCUMENTS,အဓိက စာရွက်စာတမ်းများ
Page,စာမျက်နှာ
Page Javascript,စာမျက်နှာ Javascript
Password is too long,စကားဝှက် ရှည်လွန်းသည်
Passwords don’t match,စကားဝှက်များ မတူပါ
Permission,ခွင့်ပြုချက်
Permission on entities explicitly shared with the user,အသုံးပြုသူနှင့် အတိအလင်း မျှဝေထားသော ဖြည့်သွင်းချက်များအတွက် ခွင့်ပြုချက်
Permissions,ခွင့်ပြုချက်များ
Plain text,ရိုးရိုးစာသား
Please contact an admin for details.,ကျေးဇူးပြု၍ အသေးစိတ်များ သိရန် အက်မင်ကို ဆက်သွယ်ပါ။
Please type in letters and numbers from the image to start the export.,ကျေးဇူးပြု၍ တင်ပို့မှုကို စတင်ရန် ရုပ်ပုံမှ စာလုံးများနှင့် ဂဏန်းများကို ရိုက်ထည့်ပါ။
Precision,တိကျမှု
Press enter to add,ထည့်ရန် enter ကို နှိပ်ပါ
Preview,ကြိုကြည့်ရန်
Previous,ယခင်
Priority sorting,ဦးစားပေးမှု ခွဲခြားခြင်း
Priority sorting description,ဦးစားပေးမှု ခွဲခြားခြင်း ဖော်ပြချက်
ProTip!,အထူးအကြံပြုချက်!
Processing,စီမံဆောင်ရွက်နေသည်
Properties,ထူးခြားချက်များ
Properties from other templates in the collection using the same label,တူညီသော တံဆိပ်ကို သုံးထားသည့် စုစည်းမှုများရှိ အခြားပုံစံပြားများမှ ထူးခြားချက်များ
Property as default filter description,ပုံသေမူလ စစ်ထုတ်မှုအဖြစ် ထူးခြားချက် ဖော်ပြမှု
Property as filter description,စစ်ထုတ်မှုအဖြစ် ထူးခြားချက် ဖော်ပြမှု
Property delete warning,ဖျက်ရန် သတိပေးမှု ထူးခြားချက်
Protect your account,သင့်အကောင့်ကို ကာကွယ်ပါ
Protection,ကာကွယ်မှု
Public form URL description,"If you have configured a public form and would like a different Uwazi collection to receive the submissions, enter its URL here."
Public form settings description,အများမြင်နိုင်သော ပုံစံ ဆက်တင်များ ဖော်ပြချက်
Public form whitelist description,"If you wish to include Public Forms on your pages, you must white-list the template IDs for which Public Forms are expected."
Published,ထုတ်ဝေပြီး
Query,မေးခွန်း
Quick labeling for,အမြန် တံဆိပ်တပ်အမှတ်အသားပြုခြင်း
Receiving email description,"If you have a contact form, this is the email address that will receive the form's submissions."
Reject,ငြင်းပယ်ရန်
Remove,ဖယ်ရှားရန်
Rename,အမည် ပြန်ပေးရန်
Repeat Password,စကားဝှက် ပြန်ရေးရန်
Request id #,ငြင်းပယ်ရန်
Required property,လိုအပ်သော ထူးခြားချက်
Reset 2FA,2FA ကို ပြန်လည်သတ်မှတ်ရန်
Reset Password,စကားဝှက် ပြန်လည်သတ်မှတ်ရန်
Restricted,ကန့်သတ်ထားသည်
Return to login,လော့ဂ်အင်သို့ ပြန်သွားရန်
Return to the thesaurus page when you finished labeling to start learning.,သင် တံဆိပ်တပ်ပြီးသည့်အခါ စတင်လေ့လာရန်အတွက် ဝေါဟာရပဒေသာကျမ်း စာမျက်နှာသို့ ပြန်သွားပါ။
Review unpublished document,မထုတ်ဝေရသေးသော စာရွက်စာတမ်းကို ပြန်လည်သုံးသပ်ရန်
Reviewed,သုံးသပ်ပြီး
Route,လမ်းကြောင်း
Sample,နမူနာ
Save User,အသုံးပြုသူ သိမ်းဆည်းရန်
Save and go to next,သိမ်းဆည်းပြီး နောက်တစ်ခုသို့ သွားပါ
Save changes,အပြောင်းအလဲများကို သိမ်းဆည်းရန်
Save document,စာရွက်စာတမ်း သိမ်းဆည်းရန်
Save document(s),စာရွက်စာတမ်း(များ) သိမ်းဆည်းရန်
Save password,စကားဝှက် သိမ်းဆည်းရန်
"Scan the following QR code selecting the ""scan barcode"" option:","""ဘားကုဒ် စကန်ဖတ်ရန်"" ရွေးချယ်မှုကို ရွေးပြီး အောက်ပါ QR ကုဒ်ကို စကန်ဖတ်ပါ-"
Search not found,ရှာသည့်အရာကို မတွေ့ပါ
Search tips,ရှာဖွေမှု အကြံပြုချက်များ
Select all,အားလုံးကို ရွေးရန်
Select files on your device,သင့်စက်ပေါ်ရှိ ဖိုင်များကို ရွေးချယ်ရန်
Select from files,ဖိုင်များမှ ရွေးချယ်ရန်
Select relationship type,ဆက်နွှယ်မှု အမျိုးအစား ရွေးချယ်ရန်
Select supporting file,အထောက်အကူပြုဖိုင်ကို ရွေးချယ်ရန်
Select target paragraph,ပစ်မှတ်ထား စာပိုဒ်ကို ရွေးချယ်ရန်
Select...,ရွေးချယ်ရန်...
Semantic Search,အဓိပ္ပာယ်ရင်းမြစ် ရှာဖွေမှု
Semantic search minimum sentences help,အဓိပ္ပာယ်ရင်းမြစ် ရှာဖွေမှု အနည်းဆုံး ဝါကျ အကူအညီ
Semantic search overview, အဓိပ္ပာယ်ရင်းမြစ် ရှာဖွေမှု အကြမ်းဖျဉ်း
Semantic search results,အဓိပ္ပာယ်ရင်းမြစ် ရှာဖွေမှု ရလဒ်များ
Semantic search threshold help, အဓိပ္ပာယ်ရင်းမြစ် ရှာဖွေမှု အနိမ့်ဆုံးသတ်မှတ်ချက် အကူအညီ
Send,ပေးပို့ရန်
Sending email description,This is the email address that will appear as the sender when an email is sent from your Uwazi collection to registered users. The default address is *no-reply@uwazi.io*. You can set a custom one by including your desired email address here.
Sentences above threshold,အနိမ့်ဆုံးသတ်မှတ်ချက်အထက်ရှိ ဝါကျများ
Set as default,နဂိုမူလအဖြစ် သတ်မှတ်ရန်
Set the default starting point for your geolocation properties.,သင်၏ ပထဝီတည်နေရာထူးခြားချက်များအတွက် ပုံသေမူလ စမှတ်ကို သတ်မှတ်ပါ။
Share,မျှဝေရန်
Share with people and groups,လူများနှင့် အုပ်စုများနှင့် မျှဝေရန်
Shared as editor,အယ်ဒီတာအဖြစ် မျှဝေသည်
Shared as viewer,ကြည့်ရှုသူအဖြစ် မျှဝေသည်
Show Suggestions,အကြံပြုချက်များ ပြရန်
Show cookie policy,ကွတ်ကီး မူဝါဒ ပြရန်
Show filters,စစ်ထုတ်မှုများကို ပြရန်
Some adavanced search features may not be available for this language.,ဤဘာသာစကားအတွက် အဆင့်မြင့် ရှာဖွေမှု အပြင်အဆင်အချို့ မရရှိနိုင်ပါ။
Something went wrong,တစ်ခုခု မှားသွားသည်
Sort,အမျိုးအစားခွဲရန်
Strict mode,တိကျသည့် မုဒ်
Style,စတိုင်
Submit,တင်သွင်းရန်
Submiting,တင်သွင်းနေသည်
Suggested labels description,အကြံပြုထားသော တံဆိပ်အမှတ်အသားများ ဖော်ပြချက်
Suggestions,အကြံပြုချက်များ
Supporting files,အထောက်အကူပြုဖိုင်များ
Table,ဇယား
Table of Contents,မာတိကာ
Table view,ဇယားမြင်ကွင်း
Template,ပုံစံပြား
Text references limit warning,စာသား ကိုးကားချက်များ ကန့်သတ်ချက် သတိပေးချက်
The combination of entity types doesn't have any filters in common.,ဖြည့်သွင်းချက် အမျိုးအစားများ ပေါင်းစပ်မှုတွင် ဘုံဖြစ်သော စစ်ထုတ်မှု မရှိပါ။
The current model was trained at,လက်ရှိ မော်ဒယ်ကို ဤတွင် လေ့ကျင့်ထားပါသည်
"The first step is to label a sample of your documents, so Uwazi can learn which topics to suggest when helping you label your collection.",ပထမအဆင့်မှာ သင့်စာရွက်စာတမ်းများ နမူနာကို တံဆိပ်တပ်ရန်ဖြစ်ရာ Uwazi သည် သင့်စုဆောင်းမှုကို သင်အညွှန်းတပ်ရာတွင် ကူညီသည့်အခါ မည်သည့်အကြောင်းအရာများအား အကြံပြုရမည်ကို လေ့လာနိုင်သည်။
The import process threw an error:,ထည့်သွင်းသည့် လုပ်ငန်းစဉ်တွင် ချွတ်ယွင်းချက် ဖြစ်ပေါ်ခဲ့သည်-
The template contains errors,ပုံစံပြားတွင် ချွတ်ယွင်းချက်များ ရှိနေသည်
There are no pages enabled for entity view,ဖြည့်သွင်းချက် မြင်ကွင်းအတွက် ဖွင့်ထားသော စာမျက်နှာများ မရှိပါ
"There is an unexpected error on this custom page, it may not work properly. Please contact an admin for details.",ဤစိတ်ကြိုက်စာမျက်နှာတွင် မမျှော်လင့်ဘဲ ချွတ်ယွင်းချက် ဖြစ်ပေါ်လာသောကြောင့် မှန်ကန်စွာ အလုပ်မလုပ်နိုင်ပါ။ ကျေးဇူးပြု၍ အသေးစိတ်များ သိလိုပါက အက်မင်ကို ဆက်သွယ်ပါ။
This area allows you to append custom Javascript to the page. This opens up a new universe of possibilities.,ဤဧရိယာသည် သင့်အား စာမျက်နှာသို့ စိတ်ကြိုက် Javascript ကို တွဲချိတ်ခွင့်ပြုသည်။ ၎င်းသည် ဖြစ်နိုင်ခြေအသစ်များစွာကို ပေါ်ပေါက်လာစေသည်။
This content is automatically generated,ဤအကြောင်းအရာကို အလိုအလျောက် ထုတ်လုပ်ထားသည်
"This entity has no document, you probably want to see the metadata",ဤဖြည့်သွင်းချက်တွင် စာရွက်စာတမ်းမရှိပါ၊ မီတာဒေတာကို သင်ကြည့်လိုက ကြည့်နိုင်သည်
This entity is not public.,ဤဖြည့်သွင်းချက်ကို အများမမြင်နိုင်ပါ။
This entity is restricted from public view.,ဤဖြည့်သွင်းချက်ကို အများမမြင်နိုင်အောင် ကန့်သတ်ထားသည်။
This option will show a notification about the use of cookies in your instance.,ဤရွေးချယ်မှုသည် သင့်အခြေအနေတွင် ကွတ်ကီးများ အသုံးပြုမှုအကြောင်း အသိပေးချက် ပြသပါမည်။
This property will appear in the library cards as part of the basic info.,ဤထူးခြားချက်သည် အခြေခံအချက်အလက်၏ တစ်စိတ်တစ်ပိုင်းအဖြစ် စာကြည့်တိုက်ကတ်များတွင် ပေါ်လာပါမည်။
This property will be inherited from the related entities and shown as metadata of this type of entities.,ဤထူးခြားချက်ကို သက်ဆိုင်ရာ ဖြည့်သွင်းချက်များမှ လက်ခံရယူပြီး ဤဖြည့်သွင်းချက် အမျိုးအစား၏ မီတာဒေတာအဖြစ် ပြသပါမည်။
This property will be shown using all the width available.,ဤထူးခြားချက်ကို ရရှိနိုင်သော အကျယ်အားလုံးသုံးပြီး ပြသပါမည်။
This property will be shown without the label.,ဤထူးခြားချက်ကို တံဆိပ်မှတ်သားမှုမပါဘဲ ပြသပါမည်။
This template will be used as default for new entities.,ဤပုံစံပြားကို ဖြည့်သွင်းချက်အသစ်များအတွက် နဂိုမူလအဖြစ် သုံးပါမည်။
Threshold,အနိမ့်ဆုံးသတ်မှတ်ချက်
Time,အချိန်
"To bring you a better experience, this site uses cookies.",သင့်အား ပိုမိုကောင်းမွန်သော အတွေ့အကြုံ ရရှိစေရန် ဤဝက်ဘ်ဆိုက်တွင် ကွတ်ကီးများ အသုံးပြုသည်။
"To complete the account creation process, please create a password for your account",အကောင့်ဖန်တီးခြင်း လုပ်ငန်းစဉ် ပြီးမြောက်စေရန် ကျေးဇူးပြု၍ သင့်အကောင့်အတွက် စကားဝှက် ဖန်တီးပါ
To get resource from web:,ဝက်ဘ်မှ ရင်းမြစ် ရယူရန်-
Train model,မော်ဒယ် လေ့ကျင့်ရန်
Try selecting other documents.,အခြားစာရွက်စာတမ်းများကို ရွေးချယ်ကြည့်ပါ။
Two-factor verification failed,နှစ်ဆင့်ခံ မှန်ကန်ကြောင်းစစ်ဆေးမှု မအောင်မြင်ပါ
Two-step verification,နှစ်ဆင့်ခံ မှန်ကန်ကြောင်းစစ်ဆေးမှု
URL,URL
Upload PDF,PDF အပ်လုဒ်လုပ်ရန်
Upload PDF(s) to create,PDF(များ) ဖန်တီးရန်အတွက် အပ်လုဒ်လုပ်ရန်
Upload a ZIP or CSV file.,ZIP သို့မဟုတ် CSV ဖိုင်တစ်ခု အပ်လုဒ်လုပ်ပါ။
Upload and select file,အပ်လုဒ်လုပ်ပြီး ဖိုင်ရွေးချယ်ရန်
Upload from computer,ကွန်ပျူတာမှ အပ်လုဒ်လုပ်ရန်
Uploading ...,အပ်လုဒ်လုပ်ဆဲ ...
Uploading file,ဖိုင် အပ်လုဒ်လုပ်နေသည်
Use,အသုံးပြုရန်
Username is required,အသုံးပြုသူ အမည် လိုအပ်သည်
Username is too long,အသုံးပြုသူအမည် ရှည်လွန်းသည်
Username is too short,အသုံးပြုသူအမည် တိုလွန်းသည်
Using Google Authenticator,Google Authenticator သုံးပြီး
Uwazi UI,Uwazi UI
Uwazi is developed by,Uwazi ကို တီထွင်ရေးသားသူမှာ
"Uwazi is learning using the labelled documents. This may take up to 2 hours, and once completed you can review suggestions made by Uwazi for your collection.",Uwazi is သည် တံဆိပ်တပ်ထားသော စာရွက်စာတမ်းများကို သုံး၍ လေ့လာနေသည်။ ၎င်းသည် 2 နာရီအထိ ကြာနိုင်ပြီး ပြီးစီးသည်နှင့် သင်သည် သင့်စုစည်းမှုအတွက် Uwazi မှ အကြံပြုချက်များကို သုံးသပ်စစ်ဆေးနိုင်သည်။
Verify,မှန်ကန်ကြောင်း စစ်ဆေးရန်
Verifying...,မှန်ကန်ကြောင်း စစ်ဆေးဆဲ...
View suggestions,အကြံပြုချက်များ ကြည့်ရန်
Warning: you are editing multiple entities. Fields marked with a,သတိပေးချက်- သင်သည် ဖြည့်သွင်းချက်များစွာကို တည်းဖြတ်နေသည်။ ဤသို့ မှတ်သားထားသော အကွက်များတွင်
"We provide a default key, you can set your own MapTiler API key",ကျွန်ုပ်တို့က ပုံသေမူလကီး ပေးပါသည်၊ သင်သည် သင့်ကိုယ်ပိုင် MapTiler API ကီးကို သတ်မှတ်နိုင်သည်
We recommend labeling,တံဆိပ်အမှတ်အသားတပ်ရန် ကျွန်ုပ်တို့ အကြံပြုပါသည်
Website analytics,ဝက်ဘ်ဆိုက် စာရင်းအင်းများ
Welcome to Uwazi,Uwazi မှ ကြိုဆိုပါသည်
"Well, this is awkward...",အင်း၊ ဒါက ထူးဆန်းပါတယ်...
With great power comes great responsibility!,လုပ်ပိုင်ခွင့်ကြီးလျှင် တာဝန်ပိုကြီးသည်!
Year,နှစ်
"You can also embed advanced components like maps, charts and entity lists in your page.",သင်သည် သင့်စာမျက်နှာတွင် မြေပုံများ၊ ပုံများနှင့် ဖြည့်သွင်းချက်စာရင်းများကဲ့သို့ အဆင့်မြင့် အစိတ်အပိုင်းများကိုလည်း ထည့်သွင်းနိုင်သည်။
You can also improve the model by providing more labeled documents.,သင်သည် နောက်ထပ် တံဆိပ်တပ်မှတ်သားထားသော စာရွက်စာတမ်းများ ပေးခြင်းဖြင့်လည်း မော်ဒယ်ကို ပိုကောင်းအောင်လုပ်နိုင်သည်။
You can create metadata templates in,သင်သည် ဤနေရာတွင် မီတာဒေတာ ပုံစံပြားများကို ဖန်တီးနိုင်သည်
You have labeled,သင် တံဆိပ်တပ်မှတ်သားထားသည်
You have successfully configured two-step verification.,သင်သည် နှစ်ဆင့်ခံ မှန်ကန်ကြောင်းစစ်ဆေးမှုကို အောင်မြင်စွာ သတ်မှတ်ဖွဲ့စည်းပြီးပါပြီ။
You should activate this feature for enhanced account security,အကောင့် လုံခြုံရေး ပိုမိုကောင်းမွန်စေရန် ဤအပြင်အဆင်ကို သင် သက်ဝင်လုပ်ဆောင်သင့်သည်
You won't be able to save an entity if this property is empty.,ဤထူးခြားချက် လွတ်နေပါက သင်သည် ဖြည့်သွင်းချက်ကို သိမ်းဆည်းနိုင်မည် မဟုတ်ပါ။
Your account is protected by 2fa.,သင့်အကောင့်ကို 2fa ဖြင့် ကာကွယ်ထားသည်။
Zoom in,ချုံ့သည်
Zoom in library view,စာကြည့်တိုက် မြင်ကွင်းကို ချုံ့သည်
Zoom out,ချဲ့သည်
Zoom out library view,စာကြည့်တိုက် မြင်ကွင်းကို ချဲ့သည်
add icon,အိုင်ကွန် ထည့်ရန်
affects,အကျိုးသက်ရောက်သည်
auto-created,အော်တို ဖန်တီးထားသော
created,ဖန်တီးထားသည်
documents before training (30 per topic).,မလေ့ကျင့်မီ စာရွက်စာတမ်းများ (အကြောင်းအရာတစ်ခုလျှင် 30)။
documents so far.,ယခုအချိန်ထိ စာရွက်စာတမ်းများ။
documents.,စာရွက်စာတမ်းများ။
help,အကူအညီ
https://yourdomain,https://yourdomain
landing page description,ရောက်ရှိမည့်စာမျက်နှာ ဖော်ပြချက်
leaving only a relative URL starting with a slash character. Ie. /some_url.,မျဉ်းစောင်းဖြင့် စသော သက်ဆိုင်ရာ URL ကိုသာ ချန်ထားရန်။ ဆိုလိုသည်မှာ- /some_url.
library list view,စာကြည့်တိုက် စာရင်း မြင်ကွင်း
library map view,စာကြည့်တိုက် မြေပုံ မြင်ကွင်း
library table view,စာကြည့်တိုက် ဇယား မြင်ကွင်း
linked,ချိတ်ဆက်ထားသော
low,နိမ့်သော
more options.,နောက်ထပ် ရွေးချယ်စရာများ။
or,သို့မဟုတ်
or drop your files here.,သို့မဟုတ် သင့်ဖိုင်များကို ဒီမှာ ချပါ။
out of,မှ
private,အများမမြင်နိုင်သော
public,အများမြင်နိုင်သော
remove icon,အိုင်ကွန် ဖယ်ရှားရန်
selected of,ရွေးချယ်ထားသည်
shown of,ပြသထားသည််
syntax to create page content,စာမျက်နှာ အကြောင်းအရာ ဖန်တီးရန် ဝါကျတည်ဆောက်ပုံ
to learn more about the components.,အစိတ်အပိုင်းများအကြောင်း ပိုမိုလေ့လာရန်။
to view your authentication code and verify your identity.,သင်၏ စစ်မှန်ကြောင်း အတည်ပြုကုဒ်ကို ကြည့်ရန်နှင့် သင့်ကိုယ်ပိုင်သင်္ကေတကို မှန်ကန်ကြောင်း စစ်ဆေးရန်။
will be updated with the same value.,တူညီသော တန်ဖိုးဖြင့် အပ်ဒိတ်လုပ်ပါမည်။
with,ဖြင့်
ALL,အားလုံး
